,ID,Status,Created At,Text,Polarity,Polarity Strength
1,1291046530699452417,tweet,2020-08-05 16:20:54,"Top cement makers such as Ultratech, ACC, Ambuja Cement and India Cements have adopted cost-reduction strategies such as supply chain optimisation and overhead controls to overcome a sharp fall in sales.  #cementindustry #topcementcompanies https://t.co/BJm7rOVkCG",1,0.09375
0,1291026775917486081,tweet,2020-08-05 15:02:24,@j4jeswin Ambuja Cements - Breakout on long term charts https://t.co/uvc6RhF5xd,-1,-0.05
2,1290967694494150658,retweet,2020-08-05 11:07:38,"Ultratech has an ‘overhead control programme’ that reduced fixed costs by 21%. Ambuja Cement and ACC adopted a supply-chain network optimisation strategy., and India Cements too adopted strategies to bring down fixed cost on contract labour, and administrative &amp; marketing ovrhds.",1,0.01481481481481481
3,1290966229155364864,tweet,2020-08-05 11:01:48,"Ultratech has an ‘overhead control programme’ that reduced fixed costs by 21%. Ambuja Cement and ACC adopted a supply-chain network optimisation strategy., and India Cements too adopted strategies to bring down fixed cost on contract labour, and administrative &amp; marketing ovrhds.",1,0.01481481481481481
4,1290955040794935298,tweet,2020-08-05 10:17:21,AMBUJA CEMENTS=made a high of 224.10 CANARA BANK=broke lower level &amp; made a low of 102.40 [1.24% down] COAL INDIA=SL hit PVR=boooom boooom [4.05%UP] fireeeeeeeeee 31 days ki accuracy aapke saamne h boss... abhi bhi tips waalo ko paisa de rhe ho?? khud sikho khud kamao...maze kro https://t.co/XWXpohF4KD https://t.co/zsJzZyeovf,1,0.0014814814814814725
5,1290630534956105728,tweet,2020-08-04 12:47:52,#TechnoTomm DAY-31 Advance Stock Selection for 5 AUG 🔰🔰 STOCK 1=AMBUJA CEMENTS STOCK 2=CANARA BANK STOCK 3=COAL INDIA STOCK 4=PVR work with risk management &amp; price action always wait for big targets with trailing stoploss.. check the accuracy. HELP HO RHI HO TO PLEASE SHARE KRO https://t.co/y0HWOzoZwm,1,0.05
6,1290576946322001920,tweet,2020-08-04 09:14:56,"List goes on! Creative Marketing at its best @DunzoIt  Britannia Tiger, Mars Boomer, MDH Masale, Indian Railways Mascot Bholu, Ambuja Cements,  @StuckByFevicol https://t.co/E8f1jIH7lA",1,0.75
7,1290546053570232327,tweet,2020-08-04 07:12:11,"Buy Ambuja Cements, target price Rs 228: Centrum Broking #ETMarkets #DailyRecos #StockPicks #DailyPicks https://t.co/RLuWhLkEv8",0,0.0
8,1290265545770536962,tweet,2020-08-03 12:37:32,#Announcement   We are Privileged to Onboard Our New Client Ambuja Cements Ltd.(A LafargeHolcim Group Company)  #newclient #startupindia #Projects https://t.co/iJHV0ujFsq,1,0.13636363636363635
9,1289885105477939200,tweet,2020-08-02 11:25:48,Ambuja Cements is quietly making the move when every TD&amp;H is obsessed with Pharma/Chemicals https://t.co/VHz7CA2wSO,-1,-0.25
