,ID,Status,Created At,Text,Polarity,Polarity Strength
2,1291087531996516353,retweet,2020-08-05 19:03:49,"#ResignZeenatBibi #CancelResolution338  Gaming is not a sin nor a crime, PUBG does not contain any offensive or vulgar content, its a personal agenda of Ms. ZeenatBibi to ban PUBG due to lack of knowledge and act of self preservation!  @ZakaWaqar  https://t.co/ghjcyARQDE…",-1,-0.28541666666666665
1,1291084931414859782,tweet,2020-08-05 18:53:29,FULL TIME  Shakhtar 3-0 Wolfsburg (5-1 AGG)  The UPL Champs continue where they left off after a 5 month UEL hiatus!  SD dominated the game after early Wolfsburg pressure  1 red apiece  Plenty of missed chances before Moraes (x2) &amp; sub Solomon made it 3-0 all after 90'  QFs AWAIT https://t.co/qC6VTlLzuz,1,0.009999999999999992
0,1291084448075784193,retweet,2020-08-05 18:51:34,WTH  A THIRD!!!!  3-0 SHAKHTAR  Moraes gets his second of the game as Wolfsburg fall apart and let the UPL top scorer to run through on his own pouncing on some awful passing at the back  One on one v the keeper as he rounds Casteels to finish  5-1 on AGGREGATE  Easy as you like! https://t.co/oAvvy9koGw,1,0.030208333333333337
3,1291083719864922112,retweet,2020-08-05 18:48:40,"@TheDEWLine It's a very strong possibility there will be a CR through the election and they are looking to get in whatever they can. As we reported this, we were told  though that the rescue package does not preclude from including the other planes from UPL in a spending bill.",1,0.21916666666666668
4,1291083607491084288,tweet,2020-08-05 18:48:13,WTH  A THIRD!!!!  3-0 SHAKHTAR  Moraes gets his second of the game as Wolfsburg fall apart and let the UPL top scorer to run through on his own pouncing on some awful passing at the back  One on one v the keeper as he rounds Casteels to finish  5-1 on AGGREGATE  Easy as you like! https://t.co/oAvvy9koGw,1,0.030208333333333337
5,1291083489698287617,retweet,2020-08-05 18:47:45,One of the objectives of Club Licensing is transparency in Club Ownership.  FUFA hereby releases the the Uganda Premier League Club owners as at 31st July 2020  https://t.co/ZALinDGlSx   @UPL @FIFAcom @CAF_Online @fifamedia @CAF_Media @DailyMonitor @nbstv @NTVPressBox https://t.co/YXzRiHQOuC,0,0.0
6,1291082412596879360,retweet,2020-08-05 18:43:28,Did you know the owners of the @UPL Clubs?  @StarTimesUganda #FUFAUpdates https://t.co/BrQfWj9cDB,0,0.0
7,1291080472013963266,tweet,2020-08-05 18:35:46,"@TheDEWLine It's a very strong possibility there will be a CR through the election and they are looking to get in whatever they can. As we reported this, we were told  though that the rescue package does not preclude from including the other planes from UPL in a spending bill.",1,0.21916666666666668
8,1291080080676945921,retweet,2020-08-05 18:34:12,#UgandaInternational Kimera Ali extends his stay at Busoga United FC. One of the most experienced goalkeepers in UPL at the moment will continue staying with us at the Mighty Arena.  Thank you #kimeraali for your commitment and Loyalty. https://t.co/r2rE8qpyV3,1,0.5666666666666668
9,1291080061081268224,retweet,2020-08-05 18:34:08,#SUPL 2020/20 Club Ownership @OfficialFUFA @sanyukatv @RugyendoQuotes @PilsnerLagerUg @CephasTendereza @SrgPius @StarTimesUganda @AhmedMarsha @MosesMagogo https://t.co/HguhBq1ZYt,0,0.0
10,1291079979497857025,tweet,2020-08-05 18:33:48,Another bright spark today in Marlos is OFF  Solomon ON  Manor Solomon enjoyed a fruitful July in the UPL so lets see if he can help SD put this game beyond reasonable doubt  0-0  79' https://t.co/QLYR2y8uKv,1,0.2500000000000001
11,1291079740133191681,tweet,2020-08-05 18:32:51,"Serious question: Does this mean the Senate Republicans have given up on the possibility of an approps bill getting passed this year, if they're using the Covid-relief bill to squeeze through UPL items? https://t.co/C2nWEOXJer",-1,-0.32291666666666663
12,1291074259003961344,retweet,2020-08-05 18:11:05,"@carmenbest @MayorJenny For specifics on our data-driven plan to reinvest police funds into pro-Black community public safety solutions, see:    -13-page 2020 Blueprint for Divestment: https://t.co/L1xKd3XPTn…  -Youtube podcast: https://t.co/6OTEZTh0bi…  -Key takeaways: https://t.co/i12XpwLNHf…",0,0.0
13,1291072562986917889,tweet,2020-08-05 18:04:20,"@ValueAimTrader You're not the only early ggp investor to get heavily into upl. Hope you guys are on for another huge winner, embryonic stage, tiny mcap, and so much to be revealed across multiple locations. Could well become an ever more compelling buy as grows and bags, just like ggp did.",1,0.14444444444444446
14,1291070277170806784,retweet,2020-08-05 17:55:15,"@UrbanistOrg @CMLGonzalez For specifics on our data-driven plan to reinvest police funds into pro-Black community public safety solutions, see:    -13-page 2020 Blueprint for Divestment: https://t.co/L1xKd3XPTn…  -Youtube podcast: https://t.co/6OTEZTh0bi…  -Key takeaways: https://t.co/i12XpwLNHf…",0,0.0
