,ID,Status,Created At,Text,Polarity,Polarity Strength
0,1291014652042846210,tweet,2020-08-05 14:14:13,Aurobindo Pharma – Job openings for ITI/ Diploma/ https://t.co/WjpTbesjf0 Freshers | Apply Now https://t.co/Dv1CTKP6OM,0,0.0
1,1290969205215387649,tweet,2020-08-05 11:13:38,"@_anujsinghal Aurobindo Pharma is world's top API manufacturer, commercialized around 200 API. They have filed 150 US DMFs and has close to 500 patents. Stll people are buying Laurus labs and Solara pharma where Promoter holding is low and pledged. Please provide your thoughts...",1,0.25
2,1290958224749887488,tweet,2020-08-05 10:30:00,Aurobindo Pharma’s debt fell in the last financial year as it utilised cash freed up after the deal with Sandoz fell through.  Read more.👇 https://t.co/UuUvp3J7m2,0,0.0
3,1290944425032478722,tweet,2020-08-05 09:35:10,"Chandi Prasad Ravipati, General Manager, Aurobindo Pharma Limited will be sharing insights on Integrating Serialization in Packaging Operations to Ensure Efficiency in Supply Chain at the 9th edition of Innopack Pharma Confex.   https://t.co/HCQmnDCOfJ  #CPhIConferences https://t.co/V08KxB9Uox",-1,-0.010714285714285704
4,1290908792356401153,tweet,2020-08-05 07:13:34,Aurobindo Pharma Limited - Copy of Newspaper Publication: Aurobindo Pharma Limited has informed the Exchange about Copy of Newspaper Publication...... https://t.co/0c8NCVXW2e,-1,-0.07142857142857142
5,1290908718910050304,tweet,2020-08-05 07:13:17,Aurobindo Pharma Limited - Copy of Newspaper Publication https://t.co/E3snOtMBhz,-1,-0.07142857142857142
6,1290882727382786050,tweet,2020-08-05 05:30:00,Aurobindo Pharma’s revenue and profit have risen steadily over the years.   Read more.👇 https://t.co/YyGxt2dshO,1,0.16666666666666666
7,1290767471658631175,tweet,2020-08-04 21:52:01,Insider trading: SEBI asks Top Class to disgorge Rs 3.77cr made in Aurobindo Pharma#39;s… https://t.co/f9tmfXZeyP,1,0.5
8,1290767252300521472,retweet,2020-08-04 21:51:08,Pharma Sector Surges   Divis Lab -------- New Hi Laurus Lab -------  New Hi IPCA Lab--------- New Hi Torrent Ph----New Hi Syngene ----------- New Hi Sun Pharma --------20 Mth Hi Unichem Lab------22 Mth Hi Neuland Lab---- At 15 Mth Hi Aurobindo Ph--- Near 4 Year @CNBC_Awaaz,1,0.1290909090909091
9,1290724223321686016,tweet,2020-08-04 19:00:09,Insider trading: SEBI asks Top Class to disgorge Rs 3.77cr made in Aurobindo Pharma#39;s scrip https://t.co/Y8DyCOJkX1,1,0.5
10,1290720830641410050,retweet,2020-08-04 18:46:41,Latest pharma list that seems to be still giving good opportunity even though they are already up significantly.  Many or even all have potential to double by FY21  ~ Glenmark ~ Aurobindo ~ IOL ~ Jubilant Life ~ Laurus ~ Alembic ~ Bharat Parenteral ~ Everest Organics ~ Smruthi,1,0.34
11,1290701648369721345,tweet,2020-08-04 17:30:27,"Annual report uploaded by Aurobindo Pharma Ltd.  Link: https://t.co/YTcpCCKcJP Date: 4-Aug-2020. Size: 297 pages. Industry/Sector: Pharmaceuticals  P/E: 27.04  Market cap : ₹50,630.96 Crs.",0,0.0
12,1290689338745827328,retweet,2020-08-04 16:41:32,Aurobindo Pharma have strong presence globally. https://t.co/9yl4WqRygW,1,0.21666666666666665
13,1290668212405837832,retweet,2020-08-04 15:17:35,Latest pharma list that seems to be still giving good opportunity even though they are already up significantly.  Many or even all have potential to double by FY21  ~ Glenmark ~ Aurobindo ~ IOL ~ Jubilant Life ~ Laurus ~ Alembic ~ Bharat Parenteral ~ Everest Organics ~ Smruthi,1,0.34
14,1290635240860336130,tweet,2020-08-04 13:06:34,"Aurobindo Pharma Limited - Shareholders meeting: Aurobindo Pharma Limited has informed the Exchange regarding Notice of Annual General Meeting to be held on August 27, 2020...... https://t.co/iH9deCbrrW",-1,-0.030952380952380943
15,1290633590930210818,tweet,2020-08-04 13:00:01,Aurobindo Pharma’s revenue and profit have risen steadily over the years.  Find out why 👇  https://t.co/YyGxt1VQTe,1,0.16666666666666666
16,1290608591464878080,tweet,2020-08-04 11:20:41,"Aurobindo Pharma is most undervalued stock in indian pharma space. Profit , revenue are increasing every year , good roce and roe , debit lowered considerably..only problem promotors integrity #stockstowatch #StockMarket",1,0.6
17,1290594929379430400,tweet,2020-08-04 10:26:23,Aurobindo Pharma Has Been The Alpha Among Indian Drugmakers This Year https://t.co/iNVbIVMx3y Via @Bloombergquint,0,0.0
18,1290584512108298241,tweet,2020-08-04 09:45:00,Aurobindo Pharma has been the alpha among Indian drugmakers this year.  Read more: https://t.co/UQllzTvZHE https://t.co/BsUbQ3gWl0,1,0.5
19,1290578809968660480,retweet,2020-08-04 09:22:20,Latest pharma list that seems to be still giving good opportunity even though they are already up significantly.  Many or even all have potential to double by FY21  ~ Glenmark ~ Aurobindo ~ IOL ~ Jubilant Life ~ Laurus ~ Alembic ~ Bharat Parenteral ~ Everest Organics ~ Smruthi,1,0.34
20,1290546457888436224,tweet,2020-08-04 07:13:47,@CAManish2509 @AnyBodyCanFly You were bullish on aurobindo pharma.   Any change in this position???,0,0.0
21,1290542991648550912,tweet,2020-08-04 07:00:00,A closer look at why the drugmaker has stood out among peers. https://t.co/davXA51qgE,0,0.0
22,1290541479132160000,tweet,2020-08-04 06:54:00,AUROBINDO PHARMA AVAILABLE AT 15 PE 895 ATH NEED 895+ WCB FOR MAJOR BREAKOUT @Jitendra_stock @Rishikesh_ADX @MarketScientist @AnyBodyCanFly  DISC-INVESTED VIEWS PLEASE RETWEET AND COMMENT https://t.co/zFKABbAaV6,1,0.23125
23,1290493350441672711,tweet,2020-08-04 03:42:45,Why Aurobindo Pharma Has Been The Alpha Among Indian Drugmakers. https://t.co/68QS8kg86a via @BloombergQuint,0,0.0
24,1290491694048137217,tweet,2020-08-04 03:36:10,"@hairadhakrishna @ap_pune Aurobindo pharma rises, consolidates only to rise again, 980-1020 may offer resistance, Buy @ dips, this would surprise on the upside.  Sl-820 on weekly closing basis for view to negate",0,0.0
25,1290489639522861057,retweet,2020-08-04 03:28:00,Why Aurobindo Pharma has been the alpha among Indian drugmakers. @ForumBhatt2 reports.   Read: https://t.co/tbgUUtUYmP https://t.co/oBs6qkOVuj,0,0.0
